cluster,player,playerId,fg,3pm,ft,reb,ast,stl,blk,tov,pts,age,similarPlayers
19,Tony Snell,snellto01,0.43,1.01,0.80,2.44,0.86,0.44,0.15,0.67,6.04,23,copelho01;cummipa01;dawkipa01;givenja01;glennmi01;grunfer01;hassejo01;hendege01;paxsoji02;redmoma01;richacl01;boynewi01;byrnema01;garreca01;hanzlbi01;richacl01;whitnha02;wileymi01;cartebu01;hanzlbi01;kelsegr01;loderke01;macklru01;nancela01;nicksca01;wilkeja02;woolror01;bransbr01;davisch02;jackstr01;macklru01;okoremi01;sandemi01;schoeru01;carteho01;dayeda01;edmonke01;higgiro01;hodgecr01;steppbr01;suttlda01;thomaji01;tucketr01;brownto01;campbto01;kerseje01;roberfr01;stanste01;turneje01;campbto01;fieldke01;holtomi01;schrede01;thibepe01;thomppa01;addisra01;battljo01;corbity01;gondrgr01;gordola01;krystla01;mcdonbe01;reynoje01;thompbi01;alarima01;brancad01;comegda01;hendeda01;johnsbu01;pincked01;comegda01;grantha01;lohaubr01;tayloan01;walkeke01;bennewi01;grayeje01;hammoto01;lichtto01;martije01;royaldo01;barroda01;glassge01;hammoto01;kimblbo01;kingst01;liberma01;martije01;bullama01;cebalce01;georgta01;higgise01;mccloge01;whitera01;buechju01;burtowi01;cambrde01;chilcpe01;foxri01;macledo01;maystr01;sealyma01;smithto02;butlemi02;harrilu01;murratr01;sealyma01;willike03;butlemi02;lynchge01;mckieaa01;minerha01;minorgr01;piatker01;waltere01;lenarvo01;motenla01;obanned01;rogerca01;willico02;andersh01;carrch01;hendeal01;mckieaa01;motenla01;murrala01;wrighsh01;abdulta01;grayed01;honeyje01;muursma01;rhodero01;washier01;willial02;carrch01;crawfch01;garripa01;hendrma01;millebr01;taylojo01;washier01;hendece02;mcleoro01;robined01;doleami01;glovedi01;guytoaj01;langdtr01;masonde01;robined01;georgde01;zhizhwa01;bendejo01;butlera01;collija03;dixonju01;doolike01;dunlemi02;houseed01;turkohe01;banksma01;bendejo01;brownke01;butlera01;doolike01;duprero01;greenwi01;jacobca01;johnsde03;rushka01;salmojo01;whitero02;allento01;barbole01;bonnema01;cabarza01;cookbr01;greenwi01;harriju01;harrida01;jacobca01;johnsde03;nachbbo01;rossqu01;stevede01;udrihbe01;allento01;anderal01;dioguik01;garcifr01;grahajo01;woodsqy01;azubuke01;carnero01;dioguik01;grahajo01;kinseta01;kleizli01;rayal01;redicjj01;stoudsa01;arizatr01;carnero01;dioguik01;pavloal01;sefolth01;snydeki01;wrighan01;youngni01;carnero01;dudleja01;hibbero01;hillge01;redicjj01;taylomi01;vujacsa01;weaveky01;wrighan01;bassbr01;belinma01;ellinwa01;farmajo01;gibsoda01;priceaj01;weemsso01;wrighdo01;youngsa01;cookda02;douglch01;ellinwa01;geeal01;greendo01;lopezro01;priceaj01;tayloje02;willish03;babbilu01;casspom01;coleno01;cookda02;ellinwa01;fredeji01;greendo01;harrima01;johnswe01;walkebi01;willite01;wrighbr03;arthuda01;coleno01;fredeji01;hamiljo02;jacksre01;motiedo01;pondequ01;shumpim01;tayloje03;babbilu01;bazemke01;hamiljo02;johnsch04;leuerjo01;mooreet01;tayloje03;thompho01;williel01;bartowi01;daviebr01;earlycl01;ennisja01;hairspj02;jenkijo01;johnsch04;johnsty01;josepco01;kellyry01;lambje01;mccolcj01;riverau01;snellto01
19,Jason Terry,terryja01,0.42,1.64,0.81,1.57,1.91,0.86,0.25,0.96,7.03,37,edwarja01;kingbe01;brickfr01;johnsed03;carran01;perkisa01;corbity01;mitchsa01;perkisa01;curryde01;harpero01;mullich01;curryde01;pippesc01;robincl02;armstda01;barrybr01;bowenbr01;parkean01;cartevi01;terryja01
19,Lance Thomas,thomala01,0.41,0.11,0.73,3.15,1.11,0.60,0.13,1.19,7.15,26,davisma02;delkto01;drewbr01;wallajo01;willier01;crawfch01;jacksbo01;stricer01;wallajo01;croshau01;drobnpr01;padgesc01;smithch04;torreos01;alexaco02;batismi01;buckngr01;ginobma01;mercero01;nailole01;padgesc01;robined01;robined01;allenma01;brownde02;buforro01;butlera01;collija02;evansma01;fizerma01;hassetr01;houseed01;murraro01;welscji01;wilkida02;bonnema01;brownde02;carroma01;johnsde03;robinbe01;wilkida02;cookbr01;daniema01;doolike01;garcifr01;hayesja01;jonesda02;jonesfr01;jonesja02;radmavl01;rossqu01;allento01;banksma01;hayesja01;headlu01;kaponja01;pietrmi01;simmobo01;allento01;grahast01;novakst01;headlu01;holliry01;wrighan01;brewero02;holliry01;livinsh01;pekovni01;powele01;robinna01;smithcr01;thornal01;youngsa01;brewero02;douglto01;forbega01;gibsoda01;livinsh01;telfase01;wafervo01;webstma02;whitedj01;carrode01;douglto01;ellinwa01;greenge01;johnsja01;johnswe01;meeksjo01;willima02;arthuda01;beaslmi01;budinch01;casspom01;douglch01;johnsja01;arthuda01;bazemke01;budinch01;millspa02;millsel01;pondequ01;scottmi01;serapke01;singlky01;thomala01;thornma01;walkebi01;abernto01;gerargu01;davisro01;maysc01;parkeso01;cummipa01;glennmi01;knighto01;pheglro01;glennmi01;grunfer01;moorelo01;richacl01;spanaji01;collido02;mckenke01;okoremi01;richacl01;anderro01;davisch02;mckenke01;sprigla01;davisch02;ellisda01;mckenke01;wiggimi01;carran01;ehlocr01;roberfr01;turpime01;colemno01;dayeda01;roberfr01;sandemi01;schoeru01;threase01;turpime01;walkeda01;willike01;alarima01;brancad01;campbto01;reynoje01;sellebr01;farmeji01;gattike01;kemptti01;petrodr01;rothsc01;willire01;alarima01;battlke01;eliema01;ferredu01;gervide01;grayeje01;lohaubr01;paddige01;wingada01;woodda01;addisra01;askewvi01;fredean01;jameshe01;kerrst01;kingst01;lichtto01;askewvi01;bullama01;glassge01;howarbr01;kingst01;lichtto01;mooretr01;burtowi01;daniell01;jordare01;royaldo01;daniell01;hammoto01;simmoli01;smithto02;chrisdo01;dumasri02;earlac01;harrilu01;roberst01;burresc01;deherte01;macksa01;piatker01;waltere01;bowenbr01;burresc01;ellisha01;respesh01;robinja02;sealyma01;stithbr01;willimo01;cheanca01;davidko01;murratr01;stricer01;willier01
19,Marcus Thornton,thornma01,0.41,1.13,0.82,1.79,0.75,0.56,0.15,0.56,7.92,27,gerargu01;davisro01;maysc01;glennmi01;knighto01;mcelrji01;glennmi01;grunfer01;richacl01;brewero01;richacl01;robeyri01;anderro01;davisch02;mckenke01;richacl01;davisch02;mckenke01;wiggimi01;anderro01;cookda01;mckenke01;nimphku01;orrlo01;roberfr01;turpime01;woodal01;colemno01;dayeda01;kingal01;roberfr01;sandemi01;schoeru01;threase01;tripuke01;tucketr01;turpime01;walkeda01;willike01;anderri01;campbto01;hansebo01;reynoje01;roberfr01;schoeru01;sellebr01;kemptti01;rothsc01;sundvjo01;alarima01;battlke01;eliema01;gervide01;lohaubr01;wingada01;woodda01;addisra01;fredean01;jameshe01;kerrst01;smithot01;addisra01;askewvi01;garlawi01;kingst01;lichtto01;mooretr01;daniell01;ferredu01;grayeje01;jordare01;royaldo01;daniell01;eacklle01;ferryda01;hammoto01;legleti01;simmoli01;smithto02;conloma01;dumasri02;westdo01;burresc01;burtowi01;macksa01;piatker01;waltere01;abdulma02;bowenbr01;burresc01;ellisha01;robinja02;sealyma01;stithbr01;willimo01;burresc01;cheanca01;davidko01;harrilu01;murratr01;robinja02;stithbr01;willier01;davidko01;davisma02;delkto01;willier01;jacksbo01;stricer01;wallajo01;willier01;croshau01;drobnpr01;larueru01;smithch04;buckngr01;jacksma02;mccarwa01;mercero01;nailole01;padgesc01;robined01;drobnpr01;nailole01;patteru01;robined01;allenma01;brownde02;buckngr01;buforro01;collija02;evansma01;fizerma01;houseed01;brownde02;wilkida02;cookbr01;daniema01;doolike01;jaricma01;jonesda02;jonesfr01;jonesja02;radmavl01;allento01;banksma01;hayesja01;jonesfr01;kaponja01;simmobo01;allento01;boganke01;grahast01;jonesda02;radmavl01;allento01;hayesja01;headlu01;kaponja01;korveky01;gomesry01;grahajo01;headlu01;holliry01;pietrmi01;powele01;robinna01;smithcr01;thornal01;brewero02;forbega01;livinsh01;telfase01;wafervo01;brookaa01;carrode01;douglto01;greenge01;kleizli01;martica01;villach01;watsocj01;willima02;douglch01;dudleja01;johnsja01;tollian01;wrighdo01;arthuda01;budinch01;millspa02;millsel01;pondequ01;scottmi01;singlky01;thomala01;thornma01;walkebi01;willish03
19,Anthony Tolliver,tollian01,0.41,1.39,0.78,3.11,0.78,0.32,0.21,0.67,6.34,29,cheniph01;johnsol01;mengejo01;weathni01;carrml01;restake01;kenonla01;mcelrji01;robinbi01;greveke01;kenonla01;brewero01;greveke01;robeyri01;brewero01;grunfer01;richacl01;glennmi01;grunfer01;sichtje01;anderro01;cookda01;mckenke01;nimphku01;orrlo01;woodal01;anderro01;kingal01;paxsoji02;tripuke01;tucketr01;anderri01;cookda01;hansebo01;kingal01;roberfr01;schoeru01;hansebo01;hodgecr01;sandemi01;sundvjo01;dailequ01;hansebo01;sandemi01;burttst01;smithot01;turneje01;addisra01;campbto01;garlawi01;johnsbu01;mitchsa01;turneje01;wilkied01;ferredu01;grayeje01;spencan01;wingada01;eacklle01;edwarbl01;ferryda01;gamblke01;legleti01;woodda01;conloma01;gamblke01;royaldo01;westdo01;askewvi01;burtowi01;recasel01;westdo01;abdulma02;augmost01;benoida01;bullama01;currymi01;mccloge01;buechju01;burresc01;harrilu01;robinja02;scottde01;stithbr01;burresc01;davidko01;davishu01;dayto01;foxri01;fundela01;harrilu01;stithbr01;bowenbr01;persowe01;rideris01;willier01;bowenbr01;cheanca01;larueru01;murratr01;willier01;willimo01;jacksma02;mccarwa01;rebraze01;delkto01;drobnpr01;murrala01;nailole01;patteru01;trentga01;buckngr01;newblir01;buckngr01;jonesda01;tayloma01;georgde01;giricgo01;hudsotr01;jaricma01;jonesda01;brownde02;giricgo01;houseed01;jonesfr01;luety01;songada01;udokaim01;boganke01;davisri01;evansma01;jonesda02;radmavl01;songada01;allento01;anderda03;bellch01;bonnema01;daniema01;hayesja01;kaponja01;korveky01;masonro01;simmobo01;wilkida02;bonnema01;daniema01;gomesry01;grahajo01;headlu01;jonesda02;jonesja02;pietrmi01;radmavl01;bynumwi01;greenwi01;lucasjo02;pietrmi01;warriha01;brookaa01;diawbo01;kleizli01;martica01;novakst01;villach01;warriha01;watsocj01;dudleja01;martica01;outlatr01;sefolth01;tollian01;watsocj01;wrighdo01;copelch01;dudleja01;roberbr01;tollian01;villach01;willish03
19,Charlie Villanueva,villach01,0.41,1.30,0.57,2.33,0.30,0.23,0.34,0.44,6.30,30,cheniph01;johnsol01;mengejo01;weathni01;carrml01;restake01;kenonla01;robinbi01;greveke01;kenonla01;greveke01;brewero01;greveke01;grunfer01;glennmi01;grunfer01;sichtje01;anderro01;paxsoji02;cookda01;kingal01;shortpu01;hansebo01;hodgecr01;sandemi01;woodsmi01;dailequ01;hansebo01;sandemi01;tripuke01;tucketr01;burttst01;sandemi01;turneje01;baileth01;campbto01;johnsbu01;mitchsa01;turneje01;wilkied01;battljo01;spencan01;wingada01;bowiean01;edwarbl01;gamblke01;harpero01;mitchsa01;newmajo01;woodda01;gamblke01;royaldo01;askewvi01;edwarke01;ferredu01;jameshe01;recasel01;westdo01;augmost01;benoida01;bullama01;currymi01;mccloge01;mckeyde01;anthogr01;buechju01;jacksja01;scottde01;brownch01;brownde01;burresc01;currymi01;davishu01;dayto01;foxri01;fundela01;harrilu01;scottde01;stithbr01;abdulma02;bowenbr01;cebalce01;kempsh01;persowe01;rideris01;bowenbr01;cheanca01;davishu01;hunteli01;murratr01;willier01;willimo01;bowenbr01;rebraze01;delkto01;hoibefr01;murrala01;trentga01;murrala01;newblir01;buckngr01;jacksma02;jonesda01;tayloma01;georgde01;giricgo01;hudsotr01;jonesda01;brownde02;giricgo01;houseed01;jonesda01;luety01;songada01;udokaim01;davisri01;evansma01;songada01;szczewa02;anderda03;bellch01;bonnema01;daniema01;evansma01;houseed01;masonro01;simmobo01;songada01;wilkida02;bonnema01;daniema01;jonesda02;jonesja02;nocioan01;radmavl01;bonnema01;bynumwi01;greenwi01;lucasjo02;millemi01;pietrmi01;warriha01;diawbo01;garcifr01;greenwi01;novakst01;warriha01;anderal01;barbole01;martica01;outlatr01;sefolth01;watsocj01;copelch01;dudleja01;gordobe01;grangda01;roberbr01;tollian01;villach01
19,Henry Walker,walkebi01,0.35,1.88,0.78,3.42,1.21,1.00,0.38,1.00,7.29,27,gerargu01;davisro01;maysc01;glennmi01;knighto01;mcelrji01;glennmi01;grunfer01;richacl01;brewero01;richacl01;robeyri01;anderro01;davisch02;mckenke01;richacl01;davisch02;mckenke01;wiggimi01;anderro01;cookda01;mckenke01;nimphku01;orrlo01;roberfr01;turpime01;woodal01;colemno01;dayeda01;kingal01;roberfr01;sandemi01;schoeru01;threase01;tripuke01;tucketr01;turpime01;walkeda01;willike01;anderri01;campbto01;hansebo01;reynoje01;roberfr01;schoeru01;sellebr01;kemptti01;rothsc01;sundvjo01;alarima01;battlke01;eliema01;gervide01;lohaubr01;wingada01;woodda01;addisra01;fredean01;jameshe01;kerrst01;smithot01;addisra01;askewvi01;garlawi01;kingst01;lichtto01;mooretr01;daniell01;ferredu01;grayeje01;jordare01;royaldo01;daniell01;eacklle01;ferryda01;hammoto01;legleti01;simmoli01;smithto02;conloma01;dumasri02;westdo01;burresc01;burtowi01;macksa01;piatker01;waltere01;abdulma02;bowenbr01;burresc01;ellisha01;robinja02;sealyma01;stithbr01;willimo01;burresc01;cheanca01;davidko01;harrilu01;murratr01;robinja02;stithbr01;willier01;davidko01;davisma02;delkto01;willier01;jacksbo01;stricer01;wallajo01;willier01;croshau01;drobnpr01;larueru01;smithch04;buckngr01;jacksma02;mccarwa01;mercero01;nailole01;padgesc01;robined01;drobnpr01;nailole01;patteru01;robined01;allenma01;brownde02;buckngr01;buforro01;collija02;evansma01;fizerma01;houseed01;brownde02;wilkida02;cookbr01;daniema01;doolike01;jaricma01;jonesda02;jonesfr01;jonesja02;radmavl01;allento01;banksma01;hayesja01;jonesfr01;kaponja01;simmobo01;allento01;boganke01;grahast01;jonesda02;radmavl01;allento01;hayesja01;headlu01;kaponja01;korveky01;gomesry01;grahajo01;headlu01;holliry01;pietrmi01;powele01;robinna01;smithcr01;thornal01;brewero02;forbega01;livinsh01;telfase01;wafervo01;brookaa01;carrode01;douglto01;greenge01;kleizli01;martica01;villach01;watsocj01;willima02;douglch01;dudleja01;johnsja01;tollian01;wrighdo01;arthuda01;budinch01;millspa02;millsel01;pondequ01;scottmi01;singlky01;thomala01;thornma01;walkebi01;willish03
19,T.J. Warren,warretj01,0.53,0.13,0.74,2.13,0.63,0.45,0.23,0.68,6.13,21,benjaco01;glovedi01;glovedi01;guytoaj01;johnsde03;turkohe01;bendejo01;johnsjo02;radmavl01;bendejo01;doolike01;dunlemi02;yarbrvi01;banksma01;brownke01;greenwi01;jacobca01;pietrmi01;wagneda02;barbole01;harride01;harrida01;outlatr01;udrihbe01;dioguik01;ellismo01;mccanra01;outlatr01;smithjr01;carnero01;kinseta01;kleizli01;rayal01;redicjj01;webstma02;arizatr01;chandwi01;crittja01;willish03;youngni01;batumni01;gallida01;hibbero01;hillge01;weaveky01;anderry01;beaubro01;dayeau01;ellinwa01;aminual01;eyengch01;greendo01;harrima01;haywago01;lopezro01;babbilu01;bradlav01;burksal01;fredeji01;harrima01;henryxa01;burksal01;hamiljo02;jacksre01;jenkijo01;middlkh01;motiedo01;riverau01;rosste01;shumpim01;caldwke01;harklma01;thompho01;goodwar01;grantje01;hairspj02;johnsty01;lambje01;porteot01;riverau01;sampsja02;warretj01;dawkipa01;paxsoji02;loderke01;nancela01;woolror01;sandemi01;schoeru01;carteho01;drexlcl01;suttlda01;campbto01;kerseje01;turneje01;addisra01;krystla01;brownch01;hammoto01;liberma01;cebalce01;murratr01;sealyma01;murratr01;mckieaa01;lenarvo01;trentga01;willico02;carrch01;potapvi01;grayed01;doleami01;garripa01;millebr01;thomati01
19,Shawne Williams,willish03,0.40,1.02,0.88,2.63,0.70,0.40,0.33,0.48,5.41,28,burresc01;davidko01;davishu01;fundela01;harrilu01;stithbr01;willier01;bowenbr01;jacksbo01;persowe01;rideris01;stricer01;willier01;larueru01;willier01;jacksma02;mccarwa01;nailole01;drobnpr01;nailole01;patteru01;robined01;trentga01;buckngr01;buforro01;collija02;brownde02;buckngr01;jonesda01;tayloma01;georgde01;giricgo01;jaricma01;jonesfr01;brownde02;houseed01;jonesfr01;simmobo01;songada01;allento01;boganke01;davisri01;jonesda02;radmavl01;allento01;anderda03;bonnema01;daniema01;hayesja01;headlu01;kaponja01;korveky01;masonro01;simmobo01;gomesry01;grahajo01;headlu01;pietrmi01;powele01;smithcr01;thornal01;bynumwi01;lucasjo02;pietrmi01;warriha01;brookaa01;greenge01;kleizli01;martica01;novakst01;villach01;watsocj01;douglch01;dudleja01;martica01;outlatr01;sefolth01;tollian01;watsocj01;wrighdo01;dudleja01;millsel01;roberbr01;thornma01;tollian01;walkebi01;willish03;cheniph01;weathni01;restake01;kenonla01;mcelrji01;robinbi01;glennmi01;greveke01;grunfer01;brewero01;richacl01;robeyri01;brewero01;grunfer01;richacl01;davisch02;mckenke01;sichtje01;anderro01;cookda01;mckenke01;nimphku01;orrlo01;woodal01;anderro01;dayeda01;kingal01;roberfr01;sandemi01;schoeru01;tripuke01;tucketr01;turpime01;anderri01;hansebo01;kingal01;roberfr01;schoeru01;hansebo01;hodgecr01;sandemi01;sundvjo01;alarima01;eliema01;gervide01;wingada01;addisra01;burttst01;fredean01;smithot01;turneje01;addisra01;garlawi01;johnsbu01;mitchsa01;mooretr01;ferredu01;grayeje01;royaldo01;spencan01;daniell01;eacklle01;edwarbl01;ferryda01;gamblke01;hammoto01;legleti01;conloma01;royaldo01;westdo01;burtowi01;recasel01;westdo01;abdulma02;augmost01;benoida01;burresc01;currymi01;ellisha01;robinja02;sealyma01;stithbr01;burresc01;cheanca01;davidko01;harrilu01;murratr01;robinja02;stithbr01
13,Giannis Antetokounmpo,antetgi01,0.49,0.09,0.74,6.69,2.56,0.90,1.05,2.14,12.72,20,goodedr01;stoudam01;boshch01;hilarne01;howardw01;pachuza01;smithjo03;bynuman01;hawessp01;lopezbr01;couside01;davisan02;thomptr01;kanteen01;sullija01;antetgi01;robincl01;gminsmi01;barklch01;tisdawa01;mcdyean01
13,Carlos Boozer,boozeca01,0.50,0.00,0.63,6.79,1.34,0.58,0.17,1.30,11.77,33,masonan01;campbel01;divacvl01;campbel01;divacvl01;davisan01;howarju01;wallara01;webbech01;wallara01;ilgauzy01;millebr01;wallara01;garneke01;martike01;duncati01;mariosh01;gasolpa01;mariosh01;scolalu01;boozeca01;boozeca01;westda01;natersw01;lucasma01;roundda01;parisro01;sikmaja01;laimbbi01;thorpot01;williho01;oaklech01;thorpot01;polynol01;sabonar01;thorpot01;grantho01;seikaro01;sabonar01
13,Kenneth Faried,farieke01,0.51,0.01,0.69,8.91,1.19,0.83,0.76,1.57,12.61,25,carrke01;sheltlo01;dawkida01;hubbaph01;kupchmi01;lagarto01;tylerte01;carrke01;kingre01;mchalke01;whiteje01;corzida01;cummipa01;johnsge03;mchalke01;tylerte01;banksge01;brookmi01;donalja01;greenda01;gminsmi01;stipast01;bowiesa01;greensi02;stipast01;thompla01;turpime01;hinsoro01;mccorti01;perkisa01;stipast01;williho01;mccorti01;mccraro01;perkisa01;rodmade01;willike02;andergr01;greenac01;krystla01;benjabe01;grantho01;greenac01;grantho01;perryti01;daviste01;divacvl01;longgr01;campbel01;vaughlo01;campbel01;guglito01;brownpj01;milleol01;bradlsh01;weathcl01;grantbr01;hendeal01;caffeja01;harriot01;ratlith01;ilgauzy01;jacksma02;lafrera01;smithjo02;wrighlo02;harprma01;lafrera01;millebr01;thomake01;vanhoke01;wrighlo02;millebr01;brezepr01;magloja01;okurme01;hilarne01;richaqu01;wilcoch01;goodedr01;wilcoch01;bogutan01;gasolma01;hilarne01;kamanch01;okafoem01;millspa01;tollian01;gasolma01;hibbero01;bassbr01;hibbero01;ilyaser01;pekovni01;hibbero01;hicksjj01;ilyaser01;youngth01;batumni01;farieke01;hawessp01;hicksjj01;farieke01;greendr01;ibakase01
13,Marcin Gortat,gortama01,0.57,0.00,0.70,8.74,1.18,0.60,1.34,1.22,12.21,30,campbel01;davisan01;divacvl01;guglito01;hillty01;laettch01;thomaku01;marshdo01;thomaku01;wallara01;wellsbo01;blounma01;ilgauzy01;martike01;onealje01;brandel01;mariosh01;onealje01;odomla01;onealje01;okurme01;hilarne01;kamanch01;randoza01;westda01;hilarne01;gortama01;gortama01;pekovni01;cowenda01;hawesst01;mcginge01;washike01;waltobi01;coopewa01;maxwece01;thompmy01;greenda01;sikmaja01;carrojo01;carrojo01;cartwbi01;schayda01;gminsmi01;bowiesa01;mccraro01;perkisa01;willibu01;kerseje01;williho01;greenac01;perkisa01;thorpot01;williho01;gilliar01;grantho01;seikaro01;tarplro01;grantho01;longgr01;polynol01;sabonar01;seikaro01;grantho01;radjadi01;stronde01;brownpj01;campbel01;colemde01;geigema01
13,Draymond Green,greendr01,0.44,1.41,0.66,8.19,3.68,1.56,1.25,1.68,11.66,24,carrke01;sheltlo01;tylerte01;baileja01;dawkida01;hubbaph01;lagarto01;tylerte01;kingre01;mahorri01;mchalke01;whiteje01;willihe01;mchalke01;schayda01;banksge01;brookmi01;stipast01;gminsmi01;stipast01;bowiesa01;greensi02;stipast01;thompla01;turpime01;willike02;catlete01;hinsoro01;mccorti01;perkisa01;williho01;benjabe01;gilliar01;mccorti01;willike02;andergr01;grantho01;greenac01;krystla01;benjabe01;grantho01;grantho01;divacvl01;daviste01;divacvl01;rooksse01;campbel01;vaughlo01;guglito01;bradlsh01;grantbr01;milleol01;bradlsh01;cambyma01;grantbr01;smithjo02;lafrera01;ilgauzy01;lafrera01;martike01;smithjo02;wrighlo02;harprma01;lafrera01;millebr01;thomake01;brezepr01;okurme01;kamanch01;hilarne01;wilcoch01;wilcoch01;bogutan01;gasolma01;millspa01;millspa01;thompja02;tollian01;hibbero01;hibbero01;ilyaser01;hicksjj01;ibakase01;ilyaser01;youngth01;batumni01;farieke01;hawessp01;hicksjj01;farieke01;greendr01;ibakase01;joneste01
13,Jordan Hill,hilljo01,0.46,0.04,0.74,7.94,1.47,0.49,0.74,1.51,12.01,27,johnsmi01;kupchmi01;robinbi01;bensoke01;carrke01;kupchmi01;carrke01;corzida01;cummipa01;johnsge03;tylerte01;wilkije01;corzida01;cummipa01;donalja01;greenda01;coopewa01;whiteje01;listeal01;stipast01;breuera01;mccraro01;perkisa01;rodmade01;schayda01;stipast01;mccraro01;willibu01;greenac01;rasmubl01;willike02;rasmubl01;williho01;willike02;benjabe01;gattike01;greenac01;perryti01;grantho01;longgr01;longgr01;campbel01;gatlich01;longgr01;brownpj01;campbel01;divacvl01;campbel01;divacvl01;hillty01;weathcl01;austiis01;hendeal01;caffeja01;harriot01;hendeal01;ratlith01;jacksma02;marshdo01;ratlith01;howarju01;marshdo01;vanhoke01;wrighlo02;millebr01;olowomi01;wrighlo02;walkean02;magloja01;thomake01;richaqu01;goodedr01;hasleud01;murphtr01;okurme01;goodedr01;hilarne01;kamanch01;okafoem01;scolalu01;hilarne01;fryech01;gasolma01;hilarne01;kamanch01;bassbr01;pekovni01;gasolma01;hibbero01;gibsota01;hilljo01
13,Serge Ibaka,ibakase01,0.48,1.20,0.84,7.80,0.86,0.47,2.42,1.52,14.33,25,carrke01;sheltlo01;dawkida01;hubbaph01;kupchmi01;lagarto01;tylerte01;carrke01;kingre01;mchalke01;whiteje01;corzida01;cummipa01;johnsge03;mchalke01;tylerte01;banksge01;brookmi01;donalja01;greenda01;gminsmi01;stipast01;bowiesa01;greensi02;stipast01;thompla01;turpime01;hinsoro01;mccorti01;perkisa01;stipast01;williho01;mccorti01;mccraro01;perkisa01;rodmade01;willike02;andergr01;greenac01;krystla01;benjabe01;grantho01;greenac01;grantho01;perryti01;daviste01;divacvl01;longgr01;campbel01;vaughlo01;campbel01;guglito01;brownpj01;milleol01;bradlsh01;weathcl01;grantbr01;hendeal01;caffeja01;harriot01;ratlith01;ilgauzy01;jacksma02;lafrera01;smithjo02;wrighlo02;harprma01;lafrera01;millebr01;thomake01;vanhoke01;wrighlo02;millebr01;brezepr01;magloja01;okurme01;hilarne01;richaqu01;wilcoch01;goodedr01;wilcoch01;bogutan01;gasolma01;hilarne01;kamanch01;okafoem01;millspa01;tollian01;gasolma01;hibbero01;bassbr01;hibbero01;ilyaser01;pekovni01;hibbero01;hicksjj01;ilyaser01;youngth01;batumni01;farieke01;hawessp01;hicksjj01;farieke01;greendr01;ibakase01
